"","X","brand","model","model_year","milage","fuel_type","engine","transmission","ext_col","int_col","accident","clean_title","price","HighValueCar","engine_power_numeric"
"3214",3214,"Audi","A5 2.0T Premium Plus",2019,23827,"Gasoline","248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","7-Speed A/T","Gray","Black","None reported","Yes",34995,0,3.6624
"3215",3215,"Audi","A6 55 Premium",2020,25300,"Hybrid","335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid","7-Speed A/T","White","Beige","None reported","Yes",39900,0,3.6624
"3216",3216,"Mercedes-Benz","Sprinter 2500",2016,399000,"Diesel","188.0HP 3.0L V6 Cylinder Engine Diesel Fuel","5-Speed A/T","Silver","–","At least 1 accident or damage reported","Yes",24500,0,3.6624
"3217",3217,"Porsche","911 Carrera",2005,46200,"Gasoline","325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel","6-Speed M/T","Silver","Black","None reported","Yes",49999,0,3.6624
"3218",3218,"Chevrolet","Corvette Stingray w/2LT",2022,3158,"Gasoline","490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Red","Red","None reported","Yes",85989,1,3.6624
"3219",3219,"GMC","Acadia SLE",2021,26000,"Gasoline","228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","A/T","White","Black","None reported","Yes",30900,0,3.6624
"3220",3220,"Porsche","911 Carrera",2020,12758,"Gasoline","379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Silver","Black","None reported","Yes",107900,1,3.6624
"3221",3221,"Chevrolet","Corvette Base",2007,123500,"Gasoline","400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Red","Beige","At least 1 accident or damage reported","Yes",27000,0,3.6624
"3222",3222,"Ford","Mustang GT Premium",2018,26840,"Gasoline","460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel","6-Speed M/T","White","Black","None reported","Yes",42500,0,3.6624
"3223",3223,"Ford","Edge SEL",2021,17836,"Gasoline","2.0L I4 16V GDI DOHC Turbo","8-Speed Automatic","Silver","Ebony","None reported","Yes",31933,0,2.0416
"3224",3224,"Cadillac","Escalade Luxury",2012,114500,"E85 Flex Fuel","403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability","A/T","Black","Black","None reported","Yes",16100,0,3.6624
"3225",3225,"Chevrolet","Corvette Stingray w/3LT",2022,5400,"Gasoline","490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","Black","None reported","Yes",89900,1,3.6624
"3226",3226,"Toyota","Corolla LE",2016,17500,"Gasoline","132.0HP 1.8L 4 Cylinder Engine Gasoline Fuel","A/T","Red","Gray","None reported","Yes",15100,0,3.6624
"3227",3227,"Chevrolet","Express 2500 Work Van",2017,56000,"Gasoline","285.0HP 4.8L 8 Cylinder Engine Gasoline Fuel","A/T","Blue","–","None reported","Yes",44600,0,3.6624
"3228",3228,"Chevrolet","Trax LS",2020,20800,"Gasoline","138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel","6-Speed A/T","Black","Beige","None reported","Yes",19000,0,3.6624
"3229",3229,"Volkswagen","Golf Auto TSI S",2015,107543,"Gasoline","170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Black","Black","None reported","Yes",13200,0,3.6624
"3230",3230,"Nissan","Pathfinder Silver",2012,206000,"Gasoline","266.0HP 4.0L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Black","Black","None reported","Yes",5000,0,3.6624
"3231",3231,"Ford","F-150 Platinum",2018,37100,"E85 Flex Fuel","395.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability","10-Speed A/T","Black","Black","None reported","Yes",46000,0,3.6624
"3232",3232,"Land","Rover Range Rover Velar P380 SE R-Dynamic",2019,19813,"Gasoline","380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Silver","Beige","None reported","Yes",51900,1,3.6624
"3233",3233,"Kia","Sportage LX",2010,208321,"Gasoline","173.0HP 2.7L V6 Cylinder Engine Gasoline Fuel","A/T","White","Beige","None reported","Yes",3500,0,3.6624
"3234",3234,"Lexus","LS 460 Base",2012,2e+05,"Gasoline","380.0HP 4.6L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","White","Beige","At least 1 accident or damage reported","Yes",9995,0,3.6624
"3235",3235,"MINI","Cooper S Base",2012,66000,"Gasoline","181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel","6-Speed A/T","White","Black","None reported","Yes",10999,0,3.6624
"3236",3236,"Bentley","Bentayga Activity Edition",2018,41000,"Gasoline","600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel","8-Speed A/T","Gray","Gray","None reported","Yes",113000,1,3.6624
"3237",3237,"Volvo","XC60 T6 Inscription",2019,20623,"Gasoline","330.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","A/T","Silver","Black","None reported","Yes",36800,0,3.6624
"3238",3238,"Ford","Explorer Limited",2018,86000,"Gasoline","290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Black","Black","None reported","Yes",26900,0,3.6624
"3239",3239,"Porsche","Cayenne Turbo GT",2022,1766,"Gasoline","4.0L","Automatic","Custom Color","Black","None reported","No",209995,1,4
"3240",3240,"Mercedes-Benz","G-Class G 550 4MATIC",2016,51354,"Gasoline","416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel","7-Speed A/T","Blue","Black","None reported","Yes",73000,1,3.6624
"3241",3241,"Jeep","Wrangler Unlimited Rubicon 392",2021,38000,"Gasoline","470.0HP 6.4L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Gray","Black","None reported","Yes",72980,1,3.6624
"3242",3242,"Toyota","Avalon Hybrid XLE Premium",2015,161000,"Hybrid","200.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid","CVT Transmission","Blue","Gray","None reported","Yes",11500,0,3.6624
"3243",3243,"Nissan","Juke SL",2012,74750,"Gasoline","188.0HP 1.6L 4 Cylinder Engine Gasoline Fuel","CVT Transmission","Black","Black","None reported","Yes",12500,0,3.6624
"3244",3244,"Porsche","911 Carrera 4",2013,67522,"Gasoline","350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel","7-Speed A/T","Gray","Black","At least 1 accident or damage reported","Yes",59500,1,3.6624
"3245",3245,"MINI","Cooper S Base",2012,152000,"Gasoline","181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel","6-Speed A/T","White","Black","None reported","Yes",9000,0,3.6624
"3246",3246,"Subaru","Ascent Touring 7-Passenger",2019,71273,"Gasoline","260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel","CVT Transmission","Black","Brown","None reported","Yes",23900,0,3.6624
"3247",3247,"Subaru","WRX STI Base",2017,37800,"Gasoline","305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel","6-Speed M/T","Blue","Black","None reported","Yes",32500,0,3.6624
"3248",3248,"Land","Rover Range Rover Sport HSE",2019,42000,"Gasoline","340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","White","Black","None reported","Yes",48990,0,3.6624
"3249",3249,"Kia","Sorento Plug-In Hybrid SX Prestige",2022,10101,"Plug-In Hybrid","261.0HP 1.6L 4 Cylinder Engine Plug-In Electric/Gas","6-Speed A/T","White","–","None reported","Yes",44990,0,3.6624
"3250",3250,"Chevrolet","Corvette Stingray w/2LT",2022,7900,"Gasoline","490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","Red","None reported","Yes",92500,1,3.6624
"3251",3251,"Tesla","Model 3 Performance",2020,45468,"Electric","455.0HP Electric Motor Electric Fuel System","1-Speed A/T","Silver","White","None reported","Yes",45999,0,455
"3252",3252,"Nissan","Armada SV",2017,187141,"Gasoline","390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",16995,0,3.6624
"3253",3253,"Porsche","Cayenne Turbo S",2014,99100,"Gasoline","550.0HP 4.8L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","Black","None reported","Yes",32000,0,3.6624
"3254",3254,"Subaru","Outback Touring XT",2021,33500,"Gasoline","260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel","CVT Transmission","Blue","Brown","None reported","Yes",34000,0,3.6624
"3255",3255,"Acura","RLX Advance Package",2016,102665,"Gasoline","310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","6-Speed A/T","Black","Black","None reported","Yes",15450,0,3.6624
"3256",3256,"Ford","Mustang GT",2001,52675,"Gasoline","260.0HP 4.6L 8 Cylinder Engine Gasoline Fuel","5-Speed M/T","Black","Black","None reported","Yes",16995,0,3.6624
"3257",3257,"BMW","330 i xDrive",2017,59203,"Gasoline","248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","A/T","White","–","None reported","Yes",23000,0,3.6624
"3258",3258,"Mercedes-Benz","SL-Class SL550 Roadster",2009,60100,"Gasoline","382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel","7-Speed A/T","Black","Black","None reported","Yes",27000,0,3.6624
"3259",3259,"Audi","SQ8 4.0T Premium Plus",2021,43238,"Gasoline","500.0HP 4.0L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Black","Red","None reported","Yes",76400,1,3.6624
"3260",3260,"MINI","Cooper S Base",2007,118000,"Gasoline","172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel","A/T","Beige","Black","None reported","Yes",3600,0,3.6624
"3261",3261,"Ford","Mustang EcoBoost",2021,17300,"Gasoline","310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel","10-Speed A/T","Yellow","Black","None reported","Yes",31000,0,3.6624
"3262",3262,"Audi","RS 7 4.0T Prestige",2016,64800,"Gasoline","560.0HP 4.0L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","Brown","None reported","Yes",50000,0,3.6624
"3263",3263,"Mercedes-Benz","GLC 300 GLC 300",2022,1408,"Gasoline","2.0 Liter Turbo","Automatic","Lunar Blue Metallic","–","None reported","No",46798,0,2
"3264",3264,"Volkswagen","Touareg TDI Lux",2015,15167,"Diesel","240.0HP 3.0L V6 Cylinder Engine Diesel Fuel","8-Speed A/T","Gold","Black","None reported","Yes",35000,0,3.6624
"3265",3265,"Porsche","Cayenne GTS",2016,64600,"Gasoline","440.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","Red","None reported","Yes",41000,0,3.6624
"3266",3266,"Jeep","Grand Wagoneer Series III",2022,31112,"Gasoline","471.0HP 6.4L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","Black","None reported","Yes",83000,1,3.6624
"3267",3267,"Tesla","Model X 100D",2018,23250,"Electric","518.0HP Electric Motor Electric Fuel System","1-Speed A/T","Gray","White","None reported","Yes",57000,1,518
"3268",3268,"MINI","Cooper S Base",2011,63500,"Gasoline","181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel","6-Speed M/T","Silver","Black","None reported","Yes",10500,0,3.6624
"3269",3269,"RAM","1500 Laramie",2022,13464,"Gasoline","5.7L V8 16V MPFI OHV","8-Speed Automatic","Diamond Black","Black","None reported","No",46999,0,5.7816
"3270",3270,"Chevrolet","Camaro Base",2001,64776,"Gasoline","200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel","A/T","Black","Gray","None reported","Yes",7500,0,3.6624
"3271",3271,"Jeep","Cherokee X",2022,9601,"Gasoline","3.2L V6 24V MPFI DOHC","Automatic","Sting Gray Clearcoat","Black","None reported","No",33498,0,3.2624
"3272",3272,"BMW","ALPINA B7 xDrive",2013,135000,"Gasoline","445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel","A/T","Black","Black","At least 1 accident or damage reported","Yes",14000,0,3.6624
"3273",3273,"Volvo","XC90 3.2 Premier Plus",2013,208864,"Gasoline","240.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel","6-Speed A/T","White","Beige","At least 1 accident or damage reported","Yes",7500,0,3.6624
"3274",3274,"INFINITI","Q50 3.0T Premium",2016,49872,"Gasoline","300.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","7-Speed A/T","Gray","Black","At least 1 accident or damage reported","Yes",21500,0,3.6624
"3275",3275,"MINI","Cooper Base",2009,90367,"Gasoline","118.0HP 1.6L 4 Cylinder Engine Gasoline Fuel","6-Speed M/T","Red","Black","None reported","Yes",9250,0,3.6624
"3276",3276,"Porsche","911 Carrera 4S",2014,36670,"Gasoline","400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","White","Black","None reported","Yes",82499,1,3.6624
"3277",3277,"Jeep","Grand Wagoneer Base",2023,3752,"Gasoline","6.4L V8 16V MPFI OHV","8-Speed Automatic","Ember Pearlcoat","Global Black","None reported","Yes",84620,1,6.4816
"3278",3278,"Lexus","RX 350 Base",2021,30761,"Gasoline","3.5L V6 24V PDI DOHC","8-Speed Automatic","Eminent White Pearl","Black","None reported","No",44950,0,3.5624
"3279",3279,"RAM","1500 Laramie",2022,13438,"Gasoline","5.7L V8 16V MPFI OHV","8-Speed Automatic","Diamond Black","Black","None reported","No",46599,0,5.7816
"3280",3280,"Jeep","Gladiator Overland",2020,9100,"Gasoline","285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Red","Black","None reported","Yes",49895,0,3.6624
"3281",3281,"Ford","Fusion Hybrid Base",2011,223824,"Hybrid","156.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid","A/T","White","Brown","At least 1 accident or damage reported","Yes",4500,0,3.6624
"3282",3282,"Audi","A6 2.0T Premium Plus",2016,96000,"Gasoline","252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","Black","None reported","Yes",21990,0,3.6624
"3283",3283,"Chevrolet","Silverado 1500 Z71 Extended Cab",2004,185000,"Gasoline","295.0HP 5.3L 8 Cylinder Engine Gasoline Fuel","4-Speed A/T","Red","Gray","At least 1 accident or damage reported","Yes",10500,0,3.6624
"3284",3284,"Porsche","Taycan Base",2021,6900,"Electric","375.0HP Electric Motor Electric Fuel System","2-Speed A/T","White","Beige","None reported","Yes",79999,1,375
"3285",3285,"Honda","Accord Hybrid Touring",2017,96400,"Hybrid","212.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid","CVT Transmission","White","Beige","At least 1 accident or damage reported","Yes",18500,0,3.6624
"3286",3286,"RAM","2500 SLT",2018,67865,"Gasoline","410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","White","Gray","None reported","Yes",36500,0,3.6624
"3287",3287,"Land","Rover Range Rover Sport Supercharged",2015,64300,"E85 Flex Fuel","550.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability","Transmission w/Dual Shift Mode","Blue","Black","None reported","Yes",44850,0,3.6624
"3288",3288,"Chevrolet","Colorado ZR2",2018,76500,"Gasoline","308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","Black","None reported","Yes",33500,0,3.6624
"3289",3289,"GMC","Sierra 2500 Denali",2017,96343,"Diesel","445.0HP 6.6L 8 Cylinder Engine Diesel Fuel","6-Speed A/T","Blue","Beige","At least 1 accident or damage reported","Yes",53000,1,3.6624
"3290",3290,"Subaru","Crosstrek 2.0i Limited",2018,74600,"Gasoline","152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Blue","Black","None reported","Yes",24000,0,3.6624
"3291",3291,"Subaru","Outback 2.5i Limited",2014,157530,"Gasoline","2.5L H4 16V MPFI DOHC","Automatic CVT","Twilight Blue Metallic","Black","At least 1 accident or damage reported","Yes",9995,0,2.5416
"3292",3292,"Tesla","Model X Plaid",2022,15000,"Electric","1020.0HP Electric Motor Electric Fuel System","A/T","White","White","None reported","Yes",95999,1,1020
"3293",3293,"Jeep","Wrangler Unlimited Rubicon",2012,80000,"Gasoline","285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","A/T","Orange","Black","None reported","Yes",30000,0,3.6624
"3294",3294,"Tesla","Model S 100D",2018,83424,"Electric","518.0HP Electric Motor Electric Fuel System","1-Speed A/T","Gray","Beige","None reported","Yes",45000,0,518
"3295",3295,"Mercedes-Benz","C-Class C 300 4MATIC",2021,19000,"Gasoline","255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","A/T","Blue","Beige","None reported","Yes",37999,0,3.6624
"3296",3296,"Porsche","911 Carrera S",2013,64000,"Gasoline","400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel","7-Speed A/T","Gray","Black","At least 1 accident or damage reported","Yes",67000,1,3.6624
"3297",3297,"Mercedes-Benz","GLS 450 Base 4MATIC",2019,34068,"Gasoline","362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","9-Speed A/T","White","Beige","None reported","Yes",46900,0,3.6624
"3298",3298,"Buick","Envision Preferred",2021,20104,"Gasoline","2.0L I4 16V GDI DOHC Turbo","9-Speed Automatic","Burnished Bronze Metallic","Ebony","None reported","Yes",33295,0,2.0416
"3299",3299,"Nissan","Armada Platinum",2022,8400,"Gasoline","400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel","7-Speed A/T","Red","Beige","None reported","Yes",59950,1,3.6624
"3300",3300,"Chevrolet","Corvette Stingray w/2LT",2021,24670,"Gasoline","490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","White","Brown","None reported","Yes",72500,1,3.6624
"3301",3301,"Ford","Mustang Shelby GT500",2013,16478,"Gasoline","650.0HP 5.8L 8 Cylinder Engine Gasoline Fuel","6-Speed M/T","White","Black","None reported","Yes",66400,1,3.6624
"3302",3302,"Ford","F-150 XL",2018,52500,"E85 Flex Fuel","395.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability","A/T","Gray","Gray","None reported","Yes",35000,0,3.6624
"3303",3303,"Porsche","Cayenne Turbo",2004,92500,"Gasoline","450.0HP 4.5L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Silver","Black","None reported","Yes",12000,0,3.6624
"3304",3304,"Mitsubishi","Eclipse Spyder GT",2008,62930,"Gasoline","260.0HP 3.8L V6 Cylinder Engine Gasoline Fuel","A/T","Gray","Black","At least 1 accident or damage reported","Yes",10000,0,3.6624
"3305",3305,"Lexus","GX 470 Base",2007,116600,"Gasoline","263.0HP 4.7L 8 Cylinder Engine Gasoline Fuel","5-Speed A/T","White","Gray","None reported","Yes",19975,0,3.6624
"3306",3306,"Dodge","Dakota Big Horn/Lone Star",2010,172024,"Gasoline","210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel","4-Speed A/T","Red","Brown","At least 1 accident or damage reported","Yes",7500,0,3.6624
"3307",3307,"Jeep","Wrangler Sport",2012,57237,"Gasoline","285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",22500,0,3.6624
"3308",3308,"Subaru","Outback Limited",2020,44600,"Gasoline","182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel","CVT Transmission","Silver","Gray","None reported","Yes",28300,0,3.6624
"3309",3309,"Jeep","Wrangler Unlimited Rubicon",2013,181830,"Gasoline","285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","6-Speed M/T","Black","Black","None reported","Yes",21000,0,3.6624
"3310",3310,"Subaru","Ascent Touring 7-Passenger",2021,39948,"Gasoline","2.4L H4 16V GDI DOHC Turbo","Automatic CVT","Ice Silver Metallic","Black","None reported","Yes",36791,0,2.4416
"3311",3311,"Ford","F-350 XL",2017,156453,"Diesel","440.0HP 6.7L 8 Cylinder Engine Diesel Fuel","6-Speed A/T","White","Beige","None reported","Yes",40000,0,3.6624
"3312",3312,"Porsche","Cayenne Turbo S",2014,156193,"Gasoline","550.0HP 4.8L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Silver","Black","None reported","Yes",36000,0,3.6624
"3313",3313,"BMW","X1 xDrive28i",2020,27989,"Gasoline","228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","A/T","Gray","Black","None reported","Yes",29000,0,3.6624
"3314",3314,"Toyota","4Runner Limited",2014,146700,"Gasoline","270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel","5-Speed A/T","Blue","Black","At least 1 accident or damage reported","Yes",24999,0,3.6624
"3315",3315,"GMC","Yukon Denali",2019,88450,"Gasoline","420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","10-Speed A/T","Black","Beige","At least 1 accident or damage reported","Yes",42900,0,3.6624
"3316",3316,"Toyota","C-HR LE",2020,14065,"Gasoline","2.0L I4 16V MPFI DOHC","Automatic CVT","Gray","Black","At least 1 accident or damage reported","Yes",27671,0,2.0416
"3317",3317,"Subaru","Outback Limited XT",2020,36844,"Gasoline","2.4L H4 16V GDI DOHC Turbo","Automatic CVT","Magnetite Gray Metallic","Black","At least 1 accident or damage reported","No",30427,0,2.4416
"3318",3318,"Chevrolet","Silverado 1500 LT Trail Boss",2020,49000,"Gasoline","355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel","A/T","White","Black","None reported","Yes",44900,0,3.6624
"3319",3319,"BMW","X5 xDrive50i",2013,58000,"Gasoline","400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","Black","None reported","Yes",17900,0,3.6624
"3320",3320,"Audi","A6 55 Prestige",2021,22800,"Hybrid","335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid","A/T","Blue","Brown","None reported","Yes",52000,1,3.6624
"3321",3321,"Subaru","Outback 2.5i Limited",2014,78007,"Gasoline","173.0HP 2.5L 4 Cylinder Engine Gasoline Fuel","A/T","Blue","Black","None reported","Yes",14750,0,3.6624
"3322",3322,"Ford","F-250 King Ranch",2020,36500,"Diesel","475.0HP 6.7L 8 Cylinder Engine Diesel Fuel","10-Speed A/T","Gray","Brown","None reported","Yes",69900,1,3.6624
"3323",3323,"Honda","CR-V EX",2004,156350,"Gasoline","160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel","A/T","Brown","Beige","At least 1 accident or damage reported","Yes",3990,0,3.6624
"3324",3324,"Lexus","GX 460 Luxury",2021,17710,"Gasoline","301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel","A/T","White","Red","None reported","Yes",59000,1,3.6624
